37201,09:51:39,2012-01-30,2012-01-31,65,0,
37201,09:51:39,2012-01-30,2012-02-02,61,20,
73301,09:51:53,2012-01-30,2012-01-31,74,10,
73301,09:51:53,2012-01-30,2012-02-02,70,10,
84101,09:52:07,2012-01-30,2012-01-31,43,20,
84101,09:52:07,2012-01-30,2012-02-02,38,10,
05601,09:52:20,2012-01-30,2012-01-31,34,60,
05601,09:52:20,2012-01-30,2012-02-02,36,10,
23218,09:52:34,2012-01-30,2012-01-31,65,0,
23218,09:52:34,2012-01-30,2012-02-02,65,30,
98501,09:52:49,2012-01-30,2012-01-31,45,60,
98501,09:52:49,2012-01-30,2012-02-02,47,0,
25301,09:53:06,2012-01-30,2012-01-31,65,10,
25301,09:53:06,2012-01-30,2012-02-02,52,10,
53701,09:53:21,2012-01-30,2012-01-31,43,10,
53701,09:53:21,2012-01-30,2012-02-02,38,0,
82001,09:53:35,2012-01-30,2012-01-31,45,0,
82001,09:53:35,2012-01-30,2012-02-02,36,20,
